# AOS-SFR-2026-001 v1.1: every amendment release on a P2 notice in the pull of 16 September 2026, 1,046 releases on 868 notices. Each amendment value is as published and is never added to the value at award or to another amendment; the record does not say whether it is a new total, a change or a correction. Generated by recompute/publish_tsvs.py from recompute/figures.py's award-mode listing; not a source.
notice	value_at_award_aud	amendment_published_utc	amendment_value_aud
CN4207122	164455.20	2026-06-15T22:19:04Z	328910.40
CN4207123	171600.00	2026-06-09T04:45:57Z	343200.00
CN4207166	326019.98	2026-06-15T23:03:45Z	407080.85
CN4207184	236808.42	2026-05-29T00:59:10Z	672118.02
CN4207426	113414.73	2026-03-05T04:14:28Z	114197.31
CN4207427	88220.00	2026-02-09T05:13:33Z	104192.02
CN4207453	332355.17	2026-06-19T05:15:53Z	0.10
CN4207608	21140.10	2026-07-27T04:45:41Z	45129.00
CN4207725	234986.40	2026-06-29T06:10:40Z	672170.40
CN4207795	20000.00	2026-06-30T00:30:17Z	40384.00
CN4207958	33000.00	2025-12-18T21:31:42Z	66000.00
CN4207980	188812.80	2026-06-17T06:13:39Z	311541.12
CN4208002	429143.09	2026-06-10T00:59:55Z	440444.91
CN4208103	5929953.85	2026-06-26T04:37:45Z	6047854.78
CN4208121	11546.00	2026-01-16T05:18:47Z	12223.00
CN4208140	104000.00	2026-05-12T06:10:15Z	178341.50
CN4208140	104000.00	2026-05-12T06:10:15Z	199000.00
CN4208193	207504.00	2026-05-14T03:48:37Z	606672.00
CN4208382	46475.00	2026-07-07T04:10:53Z	115742.00
CN4208547	241780.00	2026-08-31T01:21:22Z	666380.00
CN4208747	1285570.00	2026-06-04T02:19:58Z	1516570.00
CN4208747	1285570.00	2026-06-04T02:19:58Z	1567170.00
CN4208747	1285570.00	2026-06-04T02:19:58Z	2345970.00
CN4208784	33274.18	2026-07-08T00:30:18Z	66769.18
CN4208796	650624.70	2026-01-07T00:24:48Z	650623.91
CN4208957	869185.07	2026-09-01T07:06:16Z	953542.86
CN4209026	192233.18	2026-04-08T00:44:54Z	252233.18
CN4209028	179951.20	2026-05-07T06:00:58Z	547289.60
CN4209030	215018.76	2026-06-19T03:40:27Z	431785.64
CN4209031	180728.33	2026-06-19T03:40:25Z	362925.99
CN4209156	16088.60	2026-01-21T05:26:54Z	3916.00
CN4209163	93850.68	2026-05-27T22:21:04Z	0.10
CN4209264	241287.92	2026-05-25T03:30:48Z	0.10
CN4209358	35343.25	2026-08-27T01:10:57Z	49147.58
CN4209386	100000.00	2026-07-02T05:58:08Z	233342.00
CN4209388	19167007.62	2026-06-04T02:26:03Z	19182120.90
CN4209404	402292.57	2026-04-10T04:41:09Z	201146.29
CN4209406	171424.00	2026-06-19T05:21:34Z	0.10
CN4209498	18031.46	2026-09-14T02:53:19Z	19534.09
CN4209621	49596.58	2026-06-03T00:13:47Z	82723.25
CN4209939	14033.00	2026-09-15T06:21:45Z	28393.00
CN4209991	1775478.02	2026-03-25T23:55:29Z	1799146.03
CN4210235	152001.78	2026-06-19T05:21:11Z	0.10
CN4210236	2011462.86	2026-05-11T01:50:36Z	1005731.43
CN4210238	87003.57	2026-06-19T05:21:21Z	0.10
CN4210366	251350.00	2026-08-31T02:09:40Z	5305080.00
CN4210366	251350.00	2026-08-31T02:09:40Z	8044080.00
CN4210427	153525.42	2026-07-20T02:53:08Z	541750.62
CN4210434	273350.00	2026-02-17T04:25:33Z	0.10
CN4210510	2071355.00	2026-03-22T22:43:40Z	2104018.99
CN4210510	2071355.00	2026-03-22T22:43:40Z	2119418.99
CN4210512	66000.00	2026-06-19T03:40:47Z	79600.00
CN4210512	66000.00	2026-06-19T03:40:47Z	96140.00
CN4210512	66000.00	2026-06-19T03:40:47Z	132440.00
CN4210512	66000.00	2026-06-19T03:40:47Z	149534.00
CN4210512	66000.00	2026-06-19T03:40:47Z	166859.00
CN4210512	66000.00	2026-06-19T03:40:47Z	185944.00
CN4210512	66000.00	2026-06-19T03:40:47Z	204919.00
CN4210512	66000.00	2026-06-19T03:40:47Z	238854.00
CN4210514	414983.71	2026-09-08T23:37:18Z	829967.42
CN4210516	200244.00	2026-06-25T01:23:51Z	402116.00
CN4210518	461514.56	2026-01-19T03:51:33Z	1.00
CN4210563	1616826.18	2026-07-17T04:19:42Z	1622674.02
CN4210591	208014.88	2026-06-26T05:14:09Z	417415.10
CN4210592	174460.00	2026-06-26T05:14:07Z	350081.88
CN4210688	544679.91	2026-04-09T06:43:04Z	591446.63
CN4210695	389611.20	2026-06-19T01:48:47Z	854268.80
CN4210735	122100.00	2026-03-17T04:36:39Z	200000.00
CN4210907	193086.96	2026-07-15T02:39:17Z	635946.96
CN4210915	120120.00	2026-08-24T07:07:31Z	212900.00
CN4210915	120120.00	2026-08-24T07:07:31Z	240200.00
CN4210916	96000.00	2026-06-16T00:51:31Z	96000.00
CN4210916	96000.00	2026-06-16T00:51:31Z	138000.00
CN4210927	212014.00	2026-04-09T01:04:24Z	427416.16
CN4211105	2513917.54	2026-05-29T02:32:28Z	3562733.45
CN4211269	102910.50	2026-05-21T08:35:59Z	135250.50
CN4211496	202561.92	2026-06-03T03:57:45Z	605997.74
CN4211513	44000.00	2026-07-10T06:30:45Z	99000.00
CN4211516	60000.00	2026-03-13T01:49:41Z	80000.00
CN4211559	87175.00	2026-07-13T00:33:30Z	180782.00
CN4211559	87175.00	2026-07-13T00:33:30Z	272855.00
CN4211603	36036.00	2026-07-07T04:11:29Z	50740.80
CN4211605	54423.60	2026-07-17T06:22:28Z	61550.50
CN4211605	54423.60	2026-07-17T06:22:28Z	67381.60
CN4211810	76178.08	2026-07-02T04:03:11Z	76178.08
CN4211848	66395.21	2026-05-01T03:29:57Z	81795.21
CN4211884	316602.52	2026-05-22T01:41:23Z	656950.22
CN4211895	3211595.31	2026-07-13T00:58:33Z	1660230.33
CN4211895	3211595.31	2026-07-13T00:58:33Z	1660230.33
CN4211900	3072089.32	2026-06-03T00:18:34Z	4623454.30
CN4211973	65604.00	2026-06-26T00:33:35Z	0.10
CN4212121	538765.26	2026-06-19T00:57:20Z	599591.54
CN4212275	2900071.57	2026-03-31T23:07:09Z	3765090.82
CN4212295	26478.09	2026-05-04T03:34:22Z	39396.84
CN4212410	188496.00	2026-05-25T05:17:22Z	565488.00
CN4212412	981904.00	2026-06-30T06:53:45Z	1812624.00
CN4212413	1656284.30	2026-06-26T05:13:56Z	3233774.30
CN4212415	190344.00	2026-06-04T05:16:58Z	571032.00
CN4212459	194480.00	2026-06-24T01:33:38Z	583440.00
CN4212516	352644.87	2026-06-19T05:15:34Z	0.10
CN4212517	170500.00	2026-05-08T05:08:03Z	119350.00
CN4212750	3371225.44	2026-08-11T00:29:59Z	3591225.44
CN4212750	3371225.44	2026-08-11T00:29:59Z	4485525.44
CN4212750	3371225.44	2026-08-11T00:29:59Z	4977697.34
CN4212819	361840.00	2026-08-11T03:26:46Z	1756640.00
CN4212823	59647.10	2026-07-23T02:22:41Z	3690.16
CN4212828	132462.50	2026-09-07T06:06:11Z	264925.00
CN4212828	132462.50	2026-09-07T06:06:11Z	456944.90
CN4212836	807058.21	2026-07-07T01:10:04Z	1181014.21
CN4212866	4609853.60	2026-09-08T05:35:16Z	4609855.80
CN4212947	22267.01	2026-02-26T23:27:45Z	23136.27
CN4212947	22267.01	2026-02-26T23:27:45Z	24825.42
CN4212967	155672.00	2026-07-28T06:39:50Z	451966.40
CN4212975	197762.40	2026-07-22T23:25:35Z	219736.04
CN4212975	197762.40	2026-07-22T23:25:35Z	471416.04
CN4212992	71291.00	2026-06-17T06:42:50Z	97000.00
CN4212992	71291.00	2026-06-17T06:42:50Z	111300.00
CN4213004	583737.00	2026-04-16T06:34:36Z	748393.80
CN4213156	145289.76	2026-03-17T04:30:21Z	153727.04
CN4213200	434654.79	2026-08-31T05:18:05Z	472305.68
CN4213252	229152.00	2026-07-22T01:12:34Z	691152.00
CN4213253	196732.80	2026-07-07T04:12:25Z	601674.48
CN4213254	204652.80	2026-07-07T04:12:31Z	625896.48
CN4213255	194504.64	2026-07-07T04:12:37Z	594862.00
CN4213256	264000.00	2026-07-07T04:12:43Z	807400.00
CN4213258	189615.36	2026-08-10T22:10:59Z	579914.88
CN4213258	189615.36	2026-08-10T22:10:59Z	594914.88
CN4213261	463785.30	2026-07-08T04:06:03Z	493617.30
CN4213261	463785.30	2026-07-08T04:06:03Z	500708.00
CN4213290	36960.00	2026-03-04T03:48:34Z	63877.00
CN4213298	38760.09	2026-02-11T02:59:43Z	63618.89
CN4213300	37486.98	2026-05-11T01:50:48Z	37486.98
CN4213300	37486.98	2026-05-11T01:50:48Z	54424.87
CN4213306	260402.22	2026-03-11T01:06:51Z	754.05
CN4213470	18434.10	2026-08-30T23:09:42Z	55346.18
CN4213776	984532.00	2026-09-04T06:39:18Z	1510492.40
CN4213828	335030.08	2026-07-03T06:44:31Z	1005090.24
CN4213828	335030.08	2026-07-03T06:44:31Z	1415445.33
CN4213872	181844.61	2026-05-29T00:26:27Z	572300.61
CN4213893	172700.00	2026-06-12T05:35:19Z	235609.00
CN4213973	246840.00	2026-06-01T23:53:43Z	323840.00
CN4214024	1053052.00	2026-04-10T05:17:56Z	1322821.50
CN4214225	30081894.70	2026-03-12T06:18:42Z	34246697.00
CN4214225	30081894.70	2026-03-12T06:18:42Z	38795570.25
CN4214225	30081894.70	2026-03-12T06:18:42Z	66743219.10
CN4214225	30081894.70	2026-03-12T06:18:42Z	70791701.59
CN4214244	208163.26	2026-01-20T02:18:59Z	402025.23
CN4214305	486321.00	2026-02-11T03:52:28Z	497475.00
CN4214377	23092.04	2026-05-27T07:26:56Z	40636.02
CN4214377	23092.04	2026-05-27T07:26:56Z	66413.37
CN4214633	9882572.74	2026-08-12T01:22:39Z	10185978.18
CN4214645	158804301.70	2026-07-07T01:16:12Z	162275610.74
CN4214645	158804301.70	2026-07-07T01:16:12Z	162832251.69
CN4214664	687244.22	2026-08-12T02:34:52Z	663267.77
CN4214673	140000.00	2026-02-19T03:06:08Z	154000.00
CN4214821	31000.00	2026-06-23T05:58:50Z	66000.00
CN4214840	367600.21	2026-07-21T06:42:04Z	2127099.71
CN4214856	138504.09	2026-05-18T05:50:45Z	159250.97
CN4214858	421335.20	2026-09-07T06:25:51Z	1081335.20
CN4214888	543150.00	2026-07-10T03:53:57Z	0.02
CN4214916	222720.90	2026-05-29T00:09:47Z	0.10
CN4215041	139013.60	2026-08-05T06:32:50Z	451164.30
CN4215041	139013.60	2026-08-05T06:32:50Z	458382.59
CN4215088	330000.00	2026-06-02T23:59:59Z	464810.50
CN4215156	46321.04	2026-05-11T01:51:04Z	85679.67
CN4215230	232446.28	2026-07-07T04:13:09Z	686313.72
CN4215231	234470.28	2026-07-07T04:13:15Z	692289.72
CN4215232	203159.00	2026-07-07T04:13:21Z	599841.00
CN4215233	234186.92	2026-07-07T04:13:27Z	691453.08
CN4215234	215960.80	2026-07-07T04:13:33Z	637639.20
CN4215237	209645.92	2026-07-07T04:13:45Z	618994.08
CN4215250	192619.70	2026-06-29T04:33:39Z	228547.00
CN4215478	45700.00	2026-08-28T06:26:10Z	78037.00
CN4215613	466777.00	2026-07-20T23:16:41Z	525947.00
CN4215810	3660800.00	2026-08-07T02:04:02Z	3798993.00
CN4216029	1418630.59	2026-06-17T06:42:53Z	1527449.78
CN4216192	136435.20	2026-05-18T05:50:48Z	477523.20
CN4216193	126720.00	2026-05-18T05:50:46Z	443520.00
CN4216214	468820.00	2026-09-13T23:46:01Z	555940.00
CN4216229	422373.01	2026-06-26T05:57:03Z	544071.00
CN4216356	309265.00	2026-03-20T01:33:03Z	618530.00
CN4216448	242261.98	2026-08-11T00:30:00Z	601301.98
CN4216487	74536.00	2026-03-05T23:34:53Z	97828.50
CN4216496	169400.00	2026-07-07T04:14:14Z	549780.00
CN4216497	167164.80	2026-07-07T04:14:20Z	542525.76
CN4216498	183920.00	2026-07-07T04:14:26Z	596904.00
CN4216500	175049.60	2026-07-07T04:14:35Z	568115.52
CN4216503	202835.16	2026-07-07T04:14:48Z	603697.16
CN4216504	189055.68	2026-07-07T04:14:54Z	578189.36
CN4216598	12870.00	2026-03-02T05:49:32Z	2310.00
CN4216612	19408.27	2026-02-19T23:27:03Z	35000.00
CN4216664	1289393.05	2026-09-11T06:28:50Z	1377503.05
CN4216989	228175.59	2026-05-22T08:40:33Z	245948.28
CN4217025	309097.80	2026-05-18T04:07:20Z	338797.80
CN4217025	309097.80	2026-05-18T04:07:20Z	349137.80
CN4217044	72032.40	2026-02-23T05:23:35Z	81531.69
CN4217298	544500.00	2026-04-17T06:00:39Z	673750.00
CN4217342	358248.00	2026-07-15T12:08:37Z	327096.00
CN4217342	358248.00	2026-07-15T12:08:37Z	689408.47
CN4217344	364320.00	2026-07-15T12:10:11Z	332640.00
CN4217344	364320.00	2026-07-15T12:10:11Z	696960.00
CN4217457	7436690.80	2026-07-07T22:48:36Z	2076459.19
CN4217457	7436690.80	2026-07-07T22:48:36Z	11336734.20
CN4217457	7436690.80	2026-07-07T22:48:36Z	11372862.60
CN4217471	621418.60	2026-04-01T04:20:49Z	621419.70
CN4217586	14124.00	2026-02-26T23:27:36Z	14173.50
CN4217616	75459.73	2026-06-03T00:00:32Z	90257.98
CN4217616	75459.73	2026-06-03T00:00:32Z	114910.12
CN4217921	1164564.92	2026-05-25T03:11:15Z	1254500.30
CN4217923	39614.03	2026-05-27T04:47:01Z	61221.68
CN4218065	50000.00	2026-04-09T00:46:23Z	118800.00
CN4218147	236201.31	2026-03-02T05:49:45Z	294380.70
CN4218297	30000.00	2026-03-03T00:25:05Z	11000.00
CN4218314	2916023.75	2026-04-16T01:56:09Z	3068859.62
CN4218314	2916023.75	2026-04-16T01:56:09Z	3251459.62
CN4218415	37696.58	2026-05-21T05:51:33Z	0.10
CN4218418	904297.90	2026-05-27T04:47:08Z	1579264.50
CN4218418	904297.90	2026-05-27T04:47:08Z	1579264.50
CN4218418	904297.90	2026-05-27T04:47:08Z	1947659.58
CN4218431	92323.00	2026-05-26T05:49:38Z	0.10
CN4218440	11314.87	2026-04-08T03:56:58Z	0.10
CN4218444	66566.08	2026-04-08T03:57:58Z	0.10
CN4218709	56310.32	2026-07-17T02:53:26Z	115390.00
CN4218709	56310.32	2026-07-17T02:53:26Z	133852.40
CN4218857	501600.00	2026-06-19T03:40:37Z	872960.00
CN4218857	501600.00	2026-06-19T03:40:37Z	1054592.00
CN4218875	1188385.00	2026-09-11T05:27:00Z	1566232.80
CN4218875	1188385.00	2026-09-11T05:27:00Z	5414032.80
CN4218942	212520.00	2026-07-07T04:15:16Z	757735.00
CN4218984	7639894.90	2026-04-08T03:53:50Z	10389894.90
CN4219002	487808.64	2026-08-31T01:21:33Z	963080.87
CN4219084	19800.00	2026-07-07T01:09:51Z	39600.00
CN4219127	247500.00	2026-08-25T23:39:26Z	605000.00
CN4219194	23560903.44	2026-09-07T00:48:41Z	23560903.44
CN4219362	34827.16	2026-02-17T00:42:24Z	36234.29
CN4219368	396718.08	2026-06-05T04:06:39Z	689758.08
CN4219431	60107.92	2026-06-23T06:22:00Z	84358.91
CN4219462	220000.00	2026-07-08T04:34:27Z	372086.00
CN4219511	498069.00	2026-04-10T04:45:44Z	526614.00
CN4219569	23123772.00	2026-09-11T04:17:52Z	23325178.00
CN4219569	23123772.00	2026-09-11T04:17:52Z	25177606.20
CN4219627	357500.00	2026-05-15T03:58:35Z	956450.00
CN4219637	359040.00	2026-08-13T22:27:42Z	718080.00
CN4219648	223283.52	2026-08-25T02:29:28Z	223283.52
CN4219648	223283.52	2026-08-25T02:29:28Z	580079.52
CN4219649	286923.52	2026-09-01T01:58:26Z	712304.32
CN4219819	12870.00	2026-03-19T23:14:30Z	11700.00
CN4219857	617100.00	2026-06-16T23:50:18Z	990000.00
CN4219857	617100.00	2026-06-16T23:50:18Z	1152800.00
CN4219901	31444.88	2026-07-16T03:05:14Z	50102.17
CN4219908	44823.90	2026-03-02T05:49:54Z	64994.66
CN4219999	36784698.58	2026-08-03T22:49:38Z	46646744.75
CN4220026	147100.33	2026-07-09T03:07:30Z	503690.41
CN4220186	164780.00	2026-02-27T03:17:02Z	134070.00
CN4220191	381384.00	2026-03-05T03:11:14Z	399643.20
CN4220192	23448.84	2026-07-12T22:49:21Z	23448.84
CN4220264	2129655.00	2026-06-15T06:50:46Z	2399155.00
CN4220294	122390.40	2026-05-07T06:01:18Z	379209.60
CN4220528	19602.00	2026-08-06T05:46:18Z	31700.00
CN4220668	254284.80	2026-08-13T22:27:42Z	631276.80
CN4220706	214500.00	2026-05-17T23:55:54Z	238993.70
CN4220738	1583333.33	2026-08-14T03:02:03Z	2683333.33
CN4220742	384936.65	2026-05-08T10:09:43Z	409192.00
CN4220809	66000.00	2026-09-03T05:37:26Z	0.10
CN4221222	199357.46	2026-02-20T05:53:15Z	400359.14
CN4221227	1386696.28	2026-09-14T06:19:27Z	2060519.69
CN4221317	106153.52	2026-08-21T04:32:49Z	285567.92
CN4221387	665899.53	2026-07-20T02:36:35Z	1466259.53
CN4221754	550000.00	2026-07-31T02:33:37Z	1100000.00
CN4222232	242755.71	2026-04-24T00:07:01Z	330324.33
CN4222324	107578.55	2026-03-13T04:56:04Z	129908.93
CN4222410	126162.11	2026-05-12T23:13:27Z	131145.11
CN4222421	2199800.00	2026-07-10T08:02:15Z	2419780.02
CN4222449	51984.00	2026-08-11T14:17:11Z	176745.60
CN4222450	1135560.89	2026-06-19T03:17:34Z	1313218.23
CN4222586	18000.00	2026-05-27T06:55:11Z	36000.00
CN4222694	27731.10	2026-05-22T04:53:26Z	45303.60
CN4222697	1816130.75	2026-07-17T05:57:20Z	1892129.26
CN4222703	502656.00	2026-08-07T05:27:45Z	935475.20
CN4222703	502656.00	2026-08-07T05:27:45Z	1165875.20
CN4222705	209886.60	2026-09-02T07:30:58Z	325568.10
CN4222725	77000.00	2026-09-06T04:56:31Z	74250.00
CN4222899	4136000.00	2026-03-24T05:44:02Z	4600122.51
CN4222899	4136000.00	2026-03-24T05:44:02Z	6240283.95
CN4222899	4136000.00	2026-03-24T05:44:02Z	6514933.45
CN4222954	17304.00	2026-03-11T23:17:31Z	27405.91
CN4223027	272494.84	2026-04-20T02:40:50Z	254051.65
CN4223157	34650.00	2026-06-25T23:10:33Z	72187.50
CN4223159	151800.00	2026-07-06T04:53:12Z	527312.50
CN4223175	863398.00	2026-08-11T08:41:39Z	988247.44
CN4223266	155186.86	2026-07-07T04:15:38Z	542364.30
CN4223427	44657.88	2026-06-05T00:16:46Z	0.11
CN4223643	366084.13	2026-06-05T04:23:44Z	416503.18
CN4223824	2032800.00	2026-09-03T00:55:14Z	1016400.00
CN4223833	900000.00	2026-06-24T23:17:23Z	950000.00
CN4223871	117668.65	2026-05-14T06:43:11Z	142462.65
CN4223888	170877.47	2026-06-11T23:48:44Z	234314.58
CN4223888	170877.47	2026-06-11T23:48:44Z	380149.22
CN4223889	976276.00	2026-07-24T02:49:43Z	1194682.90
CN4223906	123893.35	2026-07-07T04:15:47Z	432999.03
CN4223908	132422.40	2026-07-07T04:15:57Z	462809.60
CN4223909	145490.40	2026-07-07T04:16:04Z	508481.60
CN4223910	155186.86	2026-07-07T04:16:12Z	542364.30
CN4224232	27535826.00	2026-07-29T04:26:34Z	27811706.40
CN4224271	56801.25	2026-03-22T23:46:43Z	0.11
CN4224325	49118.42	2026-05-11T01:51:19Z	59417.60
CN4224437	133760.00	2026-07-07T04:16:24Z	568480.00
CN4224591	1643400.00	2026-07-24T00:56:22Z	330000.00
CN4224626	211077.12	2026-09-01T01:58:27Z	631582.32
CN4224631	208947.20	2026-09-01T01:58:29Z	625209.20
CN4224648	100848.70	2026-06-22T01:50:37Z	161234.74
CN4224648	100848.70	2026-06-22T01:50:37Z	273773.59
CN4224677	300000.00	2026-03-23T03:21:26Z	330000.00
CN4224677	300000.00	2026-03-23T03:21:26Z	451000.00
CN4224784	165462.00	2026-06-24T01:43:29Z	560142.00
CN4224786	198000.00	2026-04-22T23:32:07Z	447480.00
CN4224910	6483125.00	2026-03-24T04:30:03Z	7326495.00
CN4224969	15384.85	2026-06-12T01:02:57Z	0.10
CN4225081	11955.43	2026-05-22T03:49:56Z	15093.06
CN4225092	21149.98	2026-07-08T06:53:23Z	43188.25
CN4225115	25994.37	2026-05-01T02:14:14Z	45574.82
CN4225129	141390.30	2026-06-30T07:43:49Z	579355.39
CN4225304	16196.40	2026-05-01T05:14:28Z	20618.40
CN4225315	341000.00	2026-03-30T04:37:08Z	323320.80
CN4225354	353422.08	2026-05-01T03:20:44Z	712344.16
CN4225366	239250.00	2026-05-14T04:35:01Z	460900.00
CN4225476	29224.40	2026-06-24T05:16:23Z	2172.00
CN4225476	29224.40	2026-06-24T05:16:23Z	31396.40
CN4225790	203667.75	2026-07-30T03:11:02Z	251293.35
CN4225826	19800.00	2026-07-06T05:49:47Z	32496.75
CN4225895	212048.40	2026-03-30T11:58:39Z	1212048.41
CN4226052	24482582.06	2026-05-29T06:20:39Z	25835760.29
CN4226131	14533.20	2026-06-12T01:02:34Z	0.10
CN4226195	122656.74	2026-05-04T03:34:55Z	111506.13
CN4226291	40000.00	2026-04-23T07:25:44Z	40842.20
CN4226340	119623.41	2026-05-06T03:57:47Z	921732.41
CN4226399	315084.00	2026-09-11T05:27:05Z	1976436.00
CN4226581	1625065.00	2026-07-21T05:41:32Z	1254320.00
CN4226626	200297.78	2026-05-11T01:51:24Z	218265.36
CN4226626	200297.78	2026-05-11T01:51:24Z	236079.38
CN4226630	193039.00	2026-05-21T05:57:48Z	0.10
CN4226653	702080.01	2026-07-16T03:05:25Z	2106240.01
CN4226776	127710.00	2026-07-08T02:53:46Z	562870.00
CN4226778	127116.00	2026-07-08T02:53:48Z	560252.00
CN4226879	100936.00	2026-06-17T06:13:52Z	210012.00
CN4227011	31152.00	2026-06-17T05:32:45Z	62427.00
CN4227063	28934.10	2026-08-05T23:38:32Z	28934.11
CN4227089	110034.36	2026-08-13T00:05:21Z	154500.46
CN4227111	953287.50	2026-04-23T22:04:42Z	969787.50
CN4227372	36287.54	2026-08-05T04:03:37Z	41595.54
CN4227372	36287.54	2026-08-05T04:03:37Z	51595.54
CN4227534	138153.40	2026-06-23T03:40:51Z	176000.00
CN4227691	195866.00	2026-05-12T01:24:38Z	176279.40
CN4227789	475282.50	2026-07-14T05:16:22Z	522810.75
CN4227833	150000.00	2026-06-18T05:58:08Z	140274.10
CN4228209	233954.16	2026-06-17T01:06:05Z	395103.41
CN4228324	75372.00	2026-05-12T01:24:54Z	87516.00
CN4228438	436340.30	2026-08-25T02:29:38Z	436340.30
CN4228545	130680.00	2026-07-28T10:24:33Z	130680.24
CN4228545	130680.00	2026-07-28T10:24:33Z	575960.00
CN4228545	130680.00	2026-07-28T10:24:33Z	575960.00
CN4228552	107811.00	2026-07-08T02:53:45Z	475167.00
CN4228805	120287.75	2026-07-01T05:35:07Z	247651.25
CN4228815	572405.00	2026-04-20T04:45:33Z	629645.50
CN4228815	572405.00	2026-04-20T04:45:33Z	648912.55
CN4228872	39846.00	2026-06-30T00:05:39Z	76531.00
CN4228910	9113987.37	2026-06-03T10:57:19Z	9113216.99
CN4228910	9113987.37	2026-06-03T10:57:19Z	9219481.77
CN4229053	194800.00	2026-09-08T01:36:09Z	389600.00
CN4229097	344577.75	2026-04-09T05:24:23Z	1576352.25
CN4229106	370062.00	2026-08-26T00:08:00Z	374530.64
CN4229250	50000.01	2026-06-01T05:20:51Z	62500.01
CN4229250	50000.01	2026-06-01T05:20:51Z	62501.91
CN4229322	45034.28	2026-04-28T05:13:11Z	45043.27
CN4229501	301730.00	2026-08-31T03:32:44Z	613327.00
CN4229524	1212615.60	2026-04-22T05:11:10Z	1290934.36
CN4229525	1466829.33	2026-04-22T05:11:10Z	1572861.30
CN4229527	518151.70	2026-09-04T05:16:48Z	525508.50
CN4229658	87751.40	2026-05-22T00:47:04Z	79774.00
CN4229874	59096.40	2026-08-14T02:23:47Z	87982.40
CN4229874	59096.40	2026-08-14T02:23:47Z	98872.40
CN4229906	6841030.24	2026-09-07T05:16:00Z	8126314.24
CN4229906	6841030.24	2026-09-07T05:16:00Z	8774723.54
CN4229906	6841030.24	2026-09-07T05:16:00Z	9411598.24
CN4229925	951666.66	2026-05-21T02:59:11Z	0.10
CN4230332	301809.20	2026-07-21T22:19:09Z	312190.96
CN4230397	185526.85	2026-08-12T06:38:27Z	204753.97
CN4230415	323109.18	2026-04-24T02:58:51Z	302030.03
CN4230443	128731.29	2026-04-14T03:55:07Z	171165.84
CN4230444	485713.92	2026-05-12T01:25:05Z	458426.61
CN4230736	115700.00	2026-08-18T23:49:15Z	71199.92
CN4230820	3314839.00	2026-08-11T05:31:10Z	1478622.20
CN4230820	3314839.00	2026-08-11T05:31:10Z	4044221.50
CN4230951	1153276.30	2026-04-29T01:56:29Z	1306616.30
CN4231112	815685.75	2026-06-25T23:49:27Z	895071.38
CN4231167	117078.55	2026-07-15T03:28:36Z	500000.00
CN4231168	13329.85	2026-06-25T01:23:53Z	31394.91
CN4231227	407806.26	2026-09-01T07:13:24Z	379221.10
CN4231258	739066.48	2026-08-19T02:24:53Z	506596.88
CN4231279	83091.80	2026-07-09T05:11:47Z	0.10
CN4231441	250000.00	2026-09-01T22:54:08Z	851000.00
CN4231604	2039676.25	2026-07-16T03:18:01Z	5154328.00
CN4231738	49732.45	2026-08-03T23:33:46Z	63648.29
CN4231807	50000.00	2026-09-02T03:42:38Z	135000.00
CN4231817	72000.00	2026-08-10T05:03:49Z	152000.00
CN4231988	13358.38	2026-09-07T23:45:42Z	13358.45
CN4232205	462500.00	2026-08-31T06:50:00Z	999410.00
CN4232263	65340.00	2026-09-06T22:50:09Z	130680.00
CN4232317	149600.00	2026-07-13T00:33:34Z	94600.00
CN4232361	7450683.79	2026-09-07T06:10:12Z	8195752.17
CN4232379	54831.72	2026-05-21T05:48:34Z	0.10
CN4232560	212236.29	2026-06-29T23:36:10Z	233356.29
CN4232599	50000.00	2026-08-27T04:55:31Z	50000.00
CN4232599	50000.00	2026-08-27T04:55:31Z	50160.00
CN4232599	50000.00	2026-08-27T04:55:31Z	50160.00
CN4232602	10260.40	2026-09-06T05:03:51Z	9446.80
CN4232735	530084.65	2026-05-05T03:53:05Z	562589.16
CN4232818	75233.00	2026-05-21T07:01:17Z	224957.42
CN4232838	13781.90	2026-05-27T04:47:46Z	2756.38
CN4233048	487386.90	2026-08-26T05:58:32Z	503808.80
CN4233142	58486.78	2026-05-15T13:44:48Z	75485.18
CN4233334	1042800.00	2026-08-05T06:32:40Z	1278750.00
CN4233336	43329.66	2026-06-24T05:42:34Z	158875.42
CN4233376	29425.00	2026-05-29T03:31:46Z	47507.90
CN4233420	348820.18	2026-09-11T01:17:53Z	358500.00
CN4233530	241152.12	2026-07-19T22:30:16Z	257569.40
CN4233542	130320.00	2026-06-16T04:33:51Z	130320.00
CN4233544	3703797.46	2026-06-26T03:19:44Z	3988310.26
CN4234030	17455366.50	2026-04-28T21:59:54Z	0.10
CN4234034	33569.80	2026-06-25T23:49:03Z	0.10
CN4234036	22000.00	2026-06-16T03:22:17Z	4323.54
CN4234036	22000.00	2026-06-16T03:22:17Z	14411.80
CN4234497	24750.00	2026-06-19T07:10:38Z	45330.25
CN4234885	43631.85	2026-06-16T05:25:37Z	59934.95
CN4235098	735480.00	2026-05-12T23:09:31Z	809028.00
CN4235147	64707.98	2026-04-28T01:24:14Z	76664.98
CN4235355	740385.36	2026-09-09T05:43:18Z	809201.19
CN4235425	27677.43	2026-05-14T05:34:07Z	27677.46
CN4235435	113630.00	2026-09-09T01:41:55Z	221930.00
CN4235599	26400.00	2026-08-18T01:47:09Z	29719.27
CN4235924	576386.57	2026-08-26T07:21:42Z	742371.42
